0.029761904761904767,2
0.011479591836734694,1
0.020408163265306124,2
0.025085034013605446,2
0.020408163265306124,1
0.017431972789115648,2
0.01870748299319728,2
0.025935374149659865,2
0.015731292517006803,3
0.008078231292517007,1
0.02210884353741497,2
0.026360544217687076,2
0.026360544217687076,4
0.010204081632653062,0
0.014880952380952384,1
0.020833333333333336,2
0.009353741496598641,2
0.017431972789115648,5
0.02210884353741497,3
0.021258503401360544,2
0.018282312925170068,2
0.019982993197278913,1
0.02253401360544218,2
0.016581632653061226,1
0.011479591836734694,1
0.0310374149659864,4
0.014030612244897961,6
0.017431972789115648,1
0.02380952380952381,5
0.02210884353741497,0
0.015306122448979595,0
0.012329931972789117,2
0.012755102040816329,0
0.017857142857142856,4
0.017006802721088437,0
0.025510204081632657,6
0.02763605442176871,4
0.017006802721088437,1
0.028911564625850344,3
0.0195578231292517,3
0.025510204081632657,1
0.025085034013605446,1
0.021258503401360544,4
0.024234693877551023,2
0.01870748299319728,0
0.020833333333333336,2
0.016581632653061226,0
0.03231292517006803,1
0.01785714285714286,2
0.02253401360544218,0
